timestamp_utc,gpu,compute_capability,torch,fla,dtype,platform,benchmark,delta_backend,attention_backend,model_config,quality_boundary
2026-07-22T22:06:05.758358+00:00,Tesla T4,7.5,2.11.0+cu128,0.5.1,torch.float16,Linux-6.6.122+-x86_64-with-glibc2.35,full 4-layer GPT CUDA microbenchmark,FLA chunkwise prefill/training; FLA fused recurrent decode,"PyTorch SDPA; native GQA when supported, explicit expansion fallback","{'vocab_size': 65, 'n_layer': 4, 'n_head': 4, 'n_embd': 128, 'gqa_n_kv_heads': 2, 'mla_latent_rank': 32, 'delta_conv_kernel': 4, 'kda_gate_rank': 32, 'training_batch_size': 16, 'inference_batch_size': 8, 'training_tokens': 64, 'prefill_lengths': (64, 256, 1024, 4096), 'decode_prompt_tokens': 4096, 'decode_tokens': 128, 'warmup': 3, 'repeats': 7, 'verify_tokens': 64, 'verify_batch_size': 2, 'seed': 2026}",random-token performance microbenchmark; no retraining or PPL claim
